School Year,State,District Code,District Name,School Code,School Name,Total,Hispanic / Latino of any race(s),American Indian / Alaskan Native,Asian,Black / African American,Native Hawaiian / Other Pacific Islander,White,Two or More Races,Not Provided*,Male,Female,Hispanic / Latino of any race(s)_M,Hispanic / Latino of any race(s)_F,American Indian / Alaskan Native_M,American Indian / Alaskan Native_F,Asian_M,Asian_F,Black / African American_M,Black / African American_F,Native Hawaiian / Other Pacific Islander_M,Native Hawaiian / Other Pacific Islander_F,White_M,White_F,Two or More Races_M,Two or More Races_F,Not Provided_M*,Not Provided_F*,% Hispanic / Latino of any race(s),% American Indian / Alaskan Native,% Asian,% Black / African American,% Native Hawaiian / Other Pacific Islander,% White,% Two or More Races,% Not Provided*,% Male,% Female
2015,WA,20400,Trout Lake School District,2676,Trout Lake School,134,23,3,4,0,0,95,9,0,67,67,11,12,2,1,1,3,0,0,0,0,50,45,3,6,0,0,17.16,2.24,2.99,0.00,0.00,70.90,6.72,0.00,50.00,50.00
2015,WA,17406,Tukwila School District,3226,Cascade View Elementary,487,166,1,143,81,18,55,23,0,244,243,81,85,0,1,71,72,45,36,5,13,30,25,12,11,0,0,34.09,0.21,29.36,16.63,3.70,11.29,4.72,0.00,50.10,49.90
2015,WA,17406,Tukwila School District,2848,Foster Senior High School,923,232,8,271,201,39,130,42,0,470,453,116,116,4,4,139,132,98,103,22,17,69,61,22,20,0,0,25.14,0.87,29.36,21.78,4.23,14.08,4.55,0.00,50.92,49.08
2015,WA,17406,Tukwila School District,2564,Showalter Middle School,688,173,6,211,150,20,91,37,0,359,329,85,88,3,3,117,94,81,69,11,9,41,50,21,16,0,0,25.15,0.87,30.67,21.80,2.91,13.23,5.38,0.00,52.18,47.82
2015,WA,17406,Tukwila School District,3635,Thorndyke Elementary,413,116,6,64,130,18,48,31,0,223,190,64,52,4,2,36,28,64,66,11,7,29,19,15,16,0,0,28.09,1.45,15.50,31.48,4.36,11.62,7.51,0.00,54.00,46.00
2015,WA,17406,Tukwila School District,3488,Tukwila Elementary,548,149,2,119,106,12,86,74,0,262,286,70,79,2,0,64,55,54,52,6,6,33,53,33,41,0,0,27.19,0.36,21.72,19.34,2.19,15.69,13.50,0.00,47.81,52.19
2015,WA,34033,Tumwater School District,4500,A G West Black Hills High School,879,74,4,35,24,4,657,81,0,440,439,48,26,2,2,17,18,15,9,2,2,318,339,38,43,0,0,8.42,0.46,3.98,2.73,0.46,74.74,9.22,0.00,50.06,49.94
2015,WA,34033,Tumwater School District,4205,Black Lake Elementary,496,45,1,16,1,1,383,49,0,245,251,20,25,0,1,7,9,0,1,1,0,191,192,26,23,0,0,9.07,0.20,3.23,0.20,0.20,77.22,9.88,0.00,49.40,50.60
2015,WA,34033,Tumwater School District,4365,East Olympia Elementary,462,45,3,8,3,0,379,24,0,241,221,25,20,2,1,4,4,2,1,0,0,197,182,11,13,0,0,9.74,0.65,1.73,0.65,0.00,82.03,5.19,0.00,52.16,47.84
2015,WA,34033,Tumwater School District,4452,George Washington Bush Middle Sch,541,71,3,8,7,5,409,38,0,276,265,31,40,1,2,1,7,2,5,1,4,218,191,22,16,0,0,13.12,0.55,1.48,1.29,0.92,75.60,7.02,0.00,51.02,48.98
2015,WA,34033,Tumwater School District,2816,Littlerock Elementary School,335,24,3,4,3,1,268,32,0,178,157,11,13,1,2,1,3,3,0,1,0,144,124,17,15,0,0,7.16,0.90,1.19,0.90,0.30,80.00,9.55,0.00,53.13,46.87
2015,WA,34033,Tumwater School District,2552,Michael T Simmons Elementary,686,76,7,21,22,2,485,73,0,398,288,43,33,2,5,15,6,12,10,1,1,279,206,46,27,0,0,11.08,1.02,3.06,3.21,0.29,70.70,10.64,0.00,58.02,41.98
2015,WA,34033,Tumwater School District,5014,New Market High School,74,5,2,1,5,1,52,8,0,42,32,2,3,0,2,0,1,1,4,0,1,34,18,5,3,0,0,6.76,2.70,1.35,6.76,1.35,70.27,10.81,0.00,56.76,43.24
2015,WA,34033,Tumwater School District,4225,New Market Skills Center,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00
2015,WA,34033,Tumwater School District,3199,Peter G Schmidt Elementary,527,63,2,7,14,6,382,53,0,261,266,30,33,1,1,4,3,7,7,3,3,192,190,24,29,0,0,11.95,0.38,1.33,2.66,1.14,72.49,10.06,0.00,49.53,50.47
2015,WA,34033,Tumwater School District,1713,Secondary Options,102,11,1,0,2,0,82,6,0,47,55,2,9,0,1,0,0,1,1,0,0,40,42,4,2,0,0,10.78,0.98,0.00,1.96,0.00,80.39,5.88,0.00,46.08,53.92
2015,WA,34033,Tumwater School District,3925,Thurs Co Juv Det/Tumwater West E,23,1,2,0,1,0,15,3,1,17,6,1,0,1,1,0,0,1,0,0,0,12,3,2,1,0,1,4.35,8.70,0.00,4.35,0.00,65.22,13.04,4.35,73.91,26.09
2015,WA,34033,Tumwater School District,3362,Tumwater High School,"1,185",114,12,16,17,5,930,91,0,598,587,65,49,8,4,7,9,8,9,1,4,468,462,41,50,0,0,9.62,1.01,1.35,1.43,0.42,78.48,7.68,0.00,50.46,49.54
2015,WA,34033,Tumwater School District,4373,Tumwater Hill Elementary,459,60,2,38,4,5,293,57,0,225,234,32,28,0,2,18,20,2,2,2,3,140,153,31,26,0,0,13.07,0.44,8.28,0.87,1.09,63.83,12.42,0.00,49.02,50.98
2015,WA,34033,Tumwater School District,3612,Tumwater Middle School,456,39,4,15,12,1,342,43,0,231,225,17,22,2,2,8,7,8,4,1,0,176,166,19,24,0,0,8.55,0.88,3.29,2.63,0.22,75.00,9.43,0.00,50.66,49.34
2015,WA,39002,Union Gap School District,2714,Union Gap School,630,484,13,5,0,0,118,10,0,315,315,240,244,5,8,3,2,0,0,0,0,63,55,4,6,0,0,76.83,2.06,0.79,0.00,0.00,18.73,1.59,0.00,50.00,50.00
2015,WA,27083,University Place School District,3792,Chambers Elementary,422,61,2,28,49,6,222,54,0,219,203,31,30,1,1,14,14,23,26,4,2,120,102,26,28,0,0,14.45,0.47,6.64,11.61,1.42,52.61,12.80,0.00,51.90,48.10
2015,WA,27083,University Place School District,3179,Curtis Junior High,"1,003",117,7,94,92,13,521,159,0,517,486,63,54,4,3,45,49,54,38,4,9,260,261,87,72,0,0,11.67,0.70,9.37,9.17,1.30,51.94,15.85,0.00,51.55,48.45
2015,WA,27083,University Place School District,3600,Curtis Senior High,"1,445",145,11,178,144,12,776,179,0,695,750,69,76,6,5,83,95,72,72,7,5,367,409,91,88,0,0,10.03,0.76,12.32,9.97,0.83,53.70,12.39,0.00,48.10,51.90
2015,WA,27083,University Place School District,4325,Drum Intermediate,603,90,0,48,49,4,308,104,0,282,321,26,64,0,0,21,27,23,26,3,1,156,152,53,51,0,0,14.93,0.00,7.96,8.13,0.66,51.08,17.25,0.00,46.77,53.23
2015,WA,27083,University Place School District,4447,Evergreen Primary,495,75,0,39,42,6,223,110,0,253,242,35,40,0,0,22,17,19,23,3,3,126,97,48,62,0,0,15.15,0.00,7.88,8.48,1.21,45.05,22.22,0.00,51.11,48.89
2015,WA,27083,University Place School District,3296,Narrows View Intermediate,681,81,4,73,57,4,351,111,0,369,312,45,36,1,3,37,36,32,25,0,4,186,165,68,43,0,0,11.89,0.59,10.72,8.37,0.59,51.54,16.30,0.00,54.19,45.81
2015,WA,27083,University Place School District,3601,Sunset Primary,433,60,2,28,42,7,223,71,0,251,182,34,26,2,0,14,14,23,19,4,3,129,94,45,26,0,0,13.86,0.46,6.47,9.70,1.62,51.50,16.40,0.00,57.97,42.03
2015,WA,27083,University Place School District,2223,University Place Primary,527,81,6,19,48,3,260,110,0,259,268,39,42,4,2,8,11,30,18,1,2,121,139,56,54,0,0,15.37,1.14,3.61,9.11,0.57,49.34,20.87,0.00,49.15,50.85
2015,WA,27083,University Place School District,1790,University Place Special Educ,25,2,0,1,6,0,13,3,0,21,4,2,0,0,0,1,0,5,1,0,0,10,3,3,0,0,0,8.00,0.00,4.00,24.00,0.00,52.00,12.00,0.00,84.00,16.00
2015,WA,33070,Valley School District,1932,Columbia Virtual Academy,467,38,5,15,11,3,360,35,0,240,227,18,20,3,2,8,7,5,6,0,3,186,174,20,15,0,0,8.14,1.07,3.21,2.36,0.64,77.09,7.49,0.00,51.39,48.61
2015,WA,33070,Valley School District,5223,Paideia High School,29,2,0,0,0,0,24,3,0,18,11,1,1,0,0,0,0,0,0,0,0,15,9,2,1,0,0,6.90,0.00,0.00,0.00,0.00,82.76,10.34,0.00,62.07,37.93
2015,WA,33070,Valley School District,2405,Valley School,198,10,6,0,2,2,159,19,0,113,85,6,4,3,3,0,0,1,1,2,0,94,65,7,12,0,0,5.05,3.03,0.00,1.01,1.01,80.30,9.60,0.00,57.07,42.93
2015,WA,6037,Vancouver School District,4406,Alki Middle School,734,70,2,38,12,5,562,45,0,390,344,33,37,2,0,18,20,9,3,3,2,302,260,23,22,0,0,9.54,0.27,5.18,1.63,0.68,76.57,6.13,0.00,53.13,46.87
2015,WA,6037,Vancouver School District,3080,Benjamin Franklin Elementary,391,67,1,36,5,0,228,54,0,199,192,34,33,0,1,17,19,2,3,0,0,122,106,24,30,0,0,17.14,0.26,9.21,1.28,0.00,58.31,13.81,0.00,50.90,49.10
2015,WA,6037,Vancouver School District,4405,Chinook Elementary School,724,71,2,31,2,4,562,52,0,357,367,30,41,2,0,21,10,2,0,1,3,275,287,26,26,0,0,9.81,0.28,4.28,0.28,0.55,77.62,7.18,0.00,49.31,50.69
2015,WA,6037,Vancouver School District,3423,Columbia River High,"1,269",130,11,51,27,6,980,64,0,637,632,65,65,6,5,25,26,15,12,3,3,488,492,35,29,0,0,10.24,0.87,4.02,2.13,0.47,77.23,5.04,0.00,50.20,49.80
2015,WA,6037,Vancouver School District,4503,Discovery Middle School,692,235,4,11,34,17,345,46,0,358,334,117,118,3,1,3,8,21,13,6,11,183,162,25,21,0,0,33.96,0.58,1.59,4.91,2.46,49.86,6.65,0.00,51.73,48.27
2015,WA,6037,Vancouver School District,3733,Dwight D Eisenhower Elementary,568,89,4,25,9,7,386,48,0,278,290,48,41,2,2,17,8,5,4,2,5,178,208,26,22,0,0,15.67,0.70,4.40,1.58,1.23,67.96,8.45,0.00,48.94,51.06
2015,WA,6037,Vancouver School District,2636,Early Childhood Education Center,187,43,0,5,6,0,119,14,0,126,61,31,12,0,0,3,2,5,1,0,0,78,41,9,5,0,0,22.99,0.00,2.67,3.21,0.00,63.64,7.49,0.00,67.38,32.62
2015,WA,6037,Vancouver School District,4075,Felida Elementary School,647,45,2,19,10,3,524,44,0,307,340,21,24,1,1,8,11,3,7,3,0,250,274,21,23,0,0,6.96,0.31,2.94,1.55,0.46,80.99,6.80,0.00,47.45,52.55
2015,WA,6037,Vancouver School District,1574,Fir Grove Childrens Center,67,10,3,0,3,0,49,2,0,62,5,10,0,3,0,0,0,3,0,0,0,44,5,2,0,0,0,14.93,4.48,0.00,4.48,0.00,73.13,2.99,0.00,92.54,7.46
2015,WA,6037,Vancouver School District,2179,Fort Vancouver High School,"1,497",499,14,56,67,71,717,73,0,750,747,240,259,7,7,27,29,42,25,29,42,369,348,36,37,0,0,33.33,0.94,3.74,4.48,4.74,47.90,4.88,0.00,50.10,49.90
2015,WA,6037,Vancouver School District,2637,Fruit Valley Elementary School,244,90,3,2,11,12,109,17,0,113,131,39,51,2,1,1,1,7,4,6,6,50,59,8,9,0,0,36.89,1.23,0.82,4.51,4.92,44.67,6.97,0.00,46.31,53.69
2015,WA,6037,Vancouver School District,3902,Gaiser Middle School,876,217,2,30,48,17,497,65,0,433,443,106,111,2,0,10,20,23,25,8,9,255,242,29,36,0,0,24.77,0.23,3.42,5.48,1.94,56.74,7.42,0.00,49.43,50.57
2015,WA,6037,Vancouver School District,1738,Gate Program,30,4,1,4,1,0,19,1,0,18,12,1,3,1,0,2,2,1,0,0,0,12,7,1,0,0,0,13.33,3.33,13.33,3.33,0.00,63.33,3.33,0.00,60.00,40.00
2015,WA,6037,Vancouver School District,3424,George C Marshall Elementary,405,111,4,12,7,28,211,32,0,213,192,60,51,3,1,5,7,4,3,16,12,108,103,17,15,0,0,27.41,0.99,2.96,1.73,6.91,52.10,7.90,0.00,52.59,47.41
2015,WA,6037,Vancouver School District,2643,Harney Elementary School,644,264,2,4,12,16,307,39,0,302,342,116,148,2,0,2,2,5,7,8,8,151,156,18,21,0,0,40.99,0.31,0.62,1.86,2.48,47.67,6.06,0.00,46.89,53.11
2015,WA,6037,Vancouver School District,3735,Harry S Truman Elementary School,569,113,1,22,17,13,345,58,0,287,282,61,52,0,1,12,10,11,6,6,7,169,176,28,30,0,0,19.86,0.18,3.87,2.99,2.28,60.63,10.19,0.00,50.44,49.56
2015,WA,6037,Vancouver School District,2690,Hazel Dell Elementary School,468,143,3,19,14,0,250,39,0,249,219,73,70,1,2,10,9,8,6,0,0,139,111,18,21,0,0,30.56,0.64,4.06,2.99,0.00,53.42,8.33,0.00,53.21,46.79
2015,WA,6037,Vancouver School District,2610,Hough Elementary School,294,66,1,4,6,2,189,26,0,139,155,31,35,0,1,1,3,3,3,1,1,93,96,10,16,0,0,22.45,0.34,1.36,2.04,0.68,64.29,8.84,0.00,47.28,52.72
2015,WA,6037,Vancouver School District,3081,Hudson's Bay High School,"1,380",382,14,29,59,33,798,65,0,729,651,193,189,6,8,15,14,33,26,18,15,427,371,37,28,0,0,27.68,1.01,2.10,4.28,2.39,57.83,4.71,0.00,52.83,47.17
2015,WA,6037,Vancouver School District,3543,Jason Lee Middle School,563,111,3,23,13,2,379,32,0,297,266,60,51,2,1,12,11,4,9,1,1,199,180,19,13,0,0,19.72,0.53,4.09,2.31,0.36,67.32,5.68,0.00,52.75,47.25
2015,WA,6037,Vancouver School District,4591,Jefferson Middle School,768,80,4,23,15,4,583,59,0,398,370,46,34,2,2,8,15,7,8,0,4,307,276,28,31,0,0,10.42,0.52,2.99,1.95,0.52,75.91,7.68,0.00,51.82,48.18
2015,WA,6037,Vancouver School District,3017,Lake Shore Elementary,414,41,3,16,4,1,324,25,0,224,190,26,15,2,1,6,10,3,1,1,0,174,150,12,13,0,0,9.90,0.72,3.86,0.97,0.24,78.26,6.04,0.00,54.11,45.89
2015,WA,6037,Vancouver School District,3932,Lewis And Clark High School,108,20,0,2,5,1,71,9,0,53,55,7,13,0,0,1,1,4,1,1,0,35,36,5,4,0,0,18.52,0.00,1.85,4.63,0.93,65.74,8.33,0.00,49.07,50.93
2015,WA,6037,Vancouver School District,2318,Lincoln Elementary School,384,86,5,5,8,5,242,33,0,194,190,45,41,0,5,2,3,3,5,2,3,131,111,11,22,0,0,22.40,1.30,1.30,2.08,1.30,63.02,8.59,0.00,50.52,49.48
2015,WA,6037,Vancouver School District,3734,Martin Luther King Elementary,505,254,3,11,26,25,143,43,0,246,259,124,130,1,2,5,6,10,16,12,13,73,70,21,22,0,0,50.30,0.59,2.18,5.15,4.95,28.32,8.51,0.00,48.71,51.29
2015,WA,6037,Vancouver School District,3146,Mcloughlin Middle School,913,417,5,33,34,57,325,42,0,470,443,204,213,2,3,18,15,19,15,34,23,170,155,23,19,0,0,45.67,0.55,3.61,3.72,6.24,35.60,4.60,0.00,51.48,48.52
2015,WA,6037,Vancouver School District,2723,Minnehaha Elementary School,544,111,0,23,11,6,365,28,0,296,248,62,49,0,0,13,10,5,6,5,1,196,169,15,13,0,0,20.40,0.00,4.23,2.02,1.10,67.10,5.15,0.00,54.41,45.59
2015,WA,6037,Vancouver School District,5342,Open Doors Vancouver,43,10,0,0,3,0,24,6,0,25,18,6,4,0,0,0,0,3,0,0,0,14,10,2,4,0,0,23.26,0.00,0.00,6.98,0.00,55.81,13.95,0.00,58.14,41.86
2015,WA,6037,Vancouver School District,2644,Peter S Ogden Elementary,558,234,5,24,17,13,219,46,0,291,267,121,113,4,1,11,13,10,7,7,6,111,108,27,19,0,0,41.94,0.90,4.30,3.05,2.33,39.25,8.24,0.00,52.15,47.85
2015,WA,6037,Vancouver School District,4410,Roosevelt Elementary School,695,323,1,24,11,38,265,33,0,345,350,155,168,1,0,13,11,2,9,18,20,140,125,16,17,0,0,46.47,0.14,3.45,1.58,5.47,38.13,4.75,0.00,49.64,50.36
2015,WA,6037,Vancouver School District,4034,Sacajawea Elementary School,404,85,0,4,9,1,273,32,0,208,196,46,39,0,0,1,3,7,2,1,0,141,132,12,20,0,0,21.04,0.00,0.99,2.23,0.25,67.57,7.92,0.00,51.49,48.51
2015,WA,6037,Vancouver School District,2964,Salmon Creek Elementary,530,49,1,22,10,3,400,45,0,286,244,28,21,1,0,12,10,5,5,1,2,215,185,24,21,0,0,9.25,0.19,4.15,1.89,0.57,75.47,8.49,0.00,53.96,46.04
2015,WA,6037,Vancouver School District,3016,Sarah J Anderson Elementary,793,309,2,18,17,9,390,48,0,404,389,151,158,0,2,9,9,9,8,5,4,206,184,24,24,0,0,38.97,0.25,2.27,2.14,1.13,49.18,6.05,0.00,50.95,49.05
2015,WA,6037,Vancouver School District,4504,Skyview High School,"2,030",231,8,105,55,20,"1,489",122,0,"1,100",930,135,96,3,5,65,40,31,24,11,9,786,703,69,53,0,0,11.38,0.39,5.17,2.71,0.99,73.35,6.01,0.00,54.19,45.81
2015,WA,6037,Vancouver School District,4524,Vancouver Alternative Programs,27,7,0,1,1,0,16,2,0,24,3,5,2,0,0,1,0,0,1,0,0,16,0,2,0,0,0,25.93,0.00,3.70,3.70,0.00,59.26,7.41,0.00,88.89,11.11
2015,WA,6037,Vancouver School District,5258,Vancouver Contracted Programs,22,2,0,0,3,0,17,0,0,14,8,2,0,0,0,0,0,1,2,0,0,11,6,0,0,0,0,9.09,0.00,0.00,13.64,0.00,77.27,0.00,0.00,63.64,36.36
2015,WA,6037,Vancouver School District,3556,Vancouver Home Connection,266,19,1,1,2,0,227,16,0,139,127,12,7,0,1,1,0,2,0,0,0,118,109,6,10,0,0,7.14,0.38,0.38,0.75,0.00,85.34,6.02,0.00,52.26,47.74
2015,WA,6037,Vancouver School District,5271,Vancouver iTech Preparatory,339,40,3,12,9,6,249,20,0,231,108,24,16,3,0,7,5,5,4,4,2,173,76,15,5,0,0,11.80,0.88,3.54,2.65,1.77,73.45,5.90,0.00,68.14,31.86
2015,WA,6037,Vancouver School District,1689,Vancouver School of Arts and Academics,590,59,5,13,11,3,460,39,0,172,418,15,44,2,3,1,12,3,8,0,3,138,322,13,26,0,0,10.00,0.85,2.20,1.86,0.51,77.97,6.61,0.00,29.15,70.85
2015,WA,6037,Vancouver School District,5149,Vancouver Virtual Learning Academy,151,23,2,1,5,1,112,7,0,70,81,13,10,1,1,0,1,2,3,1,0,49,63,4,3,0,0,15.23,1.32,0.66,3.31,0.66,74.17,4.64,0.00,46.36,53.64
2015,WA,6037,Vancouver School District,2828,Walnut Grove Elementary,773,168,6,30,33,13,471,52,0,378,395,90,78,3,3,17,13,14,19,9,4,221,250,24,28,0,0,21.73,0.78,3.88,4.27,1.68,60.93,6.73,0.00,48.90,51.10
2015,WA,6037,Vancouver School District,3565,Washington Elementary,374,159,1,5,13,7,152,37,0,191,183,84,75,1,0,3,2,7,6,3,4,67,85,26,11,0,0,42.51,0.27,1.34,3.48,1.87,40.64,9.89,0.00,51.07,48.93
2015,WA,17402,Vashon Island School District,4468,Chautauqua Elementary,538,72,0,4,2,0,409,51,0,297,241,39,33,0,0,3,1,2,0,0,0,227,182,26,25,0,0,13.38,0.00,0.74,0.37,0.00,76.02,9.48,0.00,55.20,44.80
2015,WA,17402,Vashon Island School District,1822,Family Link,53,2,0,5,0,0,37,9,0,32,21,1,1,0,0,3,2,0,0,0,0,23,14,5,4,0,0,3.77,0.00,9.43,0.00,0.00,69.81,16.98,0.00,60.38,39.62
2015,WA,17402,Vashon Island School District,3667,McMurray Middle School,380,41,2,11,5,0,304,17,0,199,181,27,14,0,2,7,4,1,4,0,0,153,151,11,6,0,0,10.79,0.53,2.89,1.32,0.00,80.00,4.47,0.00,52.37,47.63
2015,WA,17402,Vashon Island School District,1938,Student Link,24,5,0,1,0,0,17,1,0,12,12,2,3,0,0,0,1,0,0,0,0,10,7,0,1,0,0,20.83,0.00,4.17,0.00,0.00,70.83,4.17,0.00,50.00,50.00
2015,WA,17402,Vashon Island School District,2419,Vashon Island High School,577,48,7,25,4,0,446,47,0,288,289,29,19,4,3,7,18,3,1,0,0,219,227,26,21,0,0,8.32,1.21,4.33,0.69,0.00,77.30,8.15,0.00,49.91,50.09
2015,WA,34975,WA State Center for Childhood Deafness and Hearing Loss,4246,Washington State School for the Deaf,83,25,5,7,9,1,36,0,0,46,37,14,11,3,2,4,3,4,5,1,0,20,16,0,0,0,0,30.12,6.02,8.43,10.84,1.20,43.37,0.00,0.00,55.42,44.58
2015,WA,35200,Wahkiakum School District,2893,Julius A Wendt Elementary/John C Thomas Middle School,306,19,3,0,1,2,269,12,0,158,148,12,7,2,1,0,0,0,1,0,2,139,130,5,7,0,0,6.21,0.98,0.00,0.33,0.65,87.91,3.92,0.00,51.63,48.37
2015,WA,35200,Wahkiakum School District,3467,Wahkiakum High School,154,14,1,2,2,0,132,3,0,73,81,6,8,1,0,2,0,2,0,0,0,60,72,2,1,0,0,9.09,0.65,1.30,1.30,0.00,85.71,1.95,0.00,47.40,52.60
2015,WA,13073,Wahluke School District,1981,Developmental Pre-School,19,19,0,0,0,0,0,0,0,17,2,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.47,10.53
2015,WA,13073,Wahluke School District,3152,Mattawa Elementary,464,447,7,0,0,0,9,1,0,229,235,220,227,5,2,0,0,0,0,0,0,4,5,0,1,0,0,96.34,1.51,0.00,0.00,0.00,1.94,0.22,0.00,49.35,50.65
2015,WA,13073,Wahluke School District,5120,Mattawa Elementary Pre-School,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00
2015,WA,13073,Wahluke School District,4222,Morris Schott Elementary,306,302,0,0,0,0,4,0,0,160,146,159,143,0,0,0,0,0,0,0,0,1,3,0,0,0,0,98.69,0.00,0.00,0.00,0.00,1.31,0.00,0.00,52.29,47.71
2015,WA,13073,Wahluke School District,4490,Saddle Mountain Elementary,482,461,0,0,0,0,21,0,0,262,220,248,213,0,0,0,0,0,0,0,0,14,7,0,0,0,0,95.64,0.00,0.00,0.00,0.00,4.36,0.00,0.00,54.36,45.64
2015,WA,13073,Wahluke School District,1835,Sentinel Tech Alt School,27,25,0,0,0,0,2,0,0,16,11,14,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,92.59,0.00,0.00,0.00,0.00,7.41,0.00,0.00,59.26,40.74
2015,WA,13073,Wahluke School District,4254,Wahluke High School,559,520,6,0,0,0,30,3,0,266,293,243,277,4,2,0,0,0,0,0,0,16,14,3,0,0,0,93.02,1.07,0.00,0.00,0.00,5.37,0.54,0.00,47.58,52.42
2015,WA,13073,Wahluke School District,5144,Wahluke Junior High,470,451,1,0,0,0,17,1,0,214,256,206,245,1,0,0,0,0,0,0,0,7,10,0,1,0,0,95.96,0.21,0.00,0.00,0.00,3.62,0.21,0.00,45.53,54.47
2015,WA,36401,Waitsburg School District,2174,Preston Hall Middle School,67,6,0,1,0,0,59,1,0,41,26,5,1,0,0,0,1,0,0,0,0,35,24,1,0,0,0,8.96,0.00,1.49,0.00,0.00,88.06,1.49,0.00,61.19,38.81
2015,WA,36401,Waitsburg School District,2712,Waitsburg Elementary School,125,15,1,1,0,0,104,4,0,67,58,6,9,0,1,1,0,0,0,0,0,59,45,1,3,0,0,12.00,0.80,0.80,0.00,0.00,83.20,3.20,0.00,53.60,46.40
2015,WA,36401,Waitsburg School District,2386,Waitsburg High School,105,10,0,0,0,0,88,7,0,57,48,4,6,0,0,0,0,0,0,0,0,50,38,3,4,0,0,9.52,0.00,0.00,0.00,0.00,83.81,6.67,0.00,54.29,45.71
2015,WA,36140,Walla Walla Public Schools,2407,Alternative Education Program,114,32,0,2,1,0,76,3,0,69,45,16,16,0,0,2,0,0,1,0,0,48,28,3,0,0,0,28.07,0.00,1.75,0.88,0.00,66.67,2.63,0.00,60.53,39.47
2015,WA,36140,Walla Walla Public Schools,2074,Berney Elementary School,436,86,0,7,2,1,314,26,0,231,205,48,38,0,0,4,3,1,1,1,0,170,144,7,19,0,0,19.72,0.00,1.61,0.46,0.23,72.02,5.96,0.00,52.98,47.02
2015,WA,36140,Walla Walla Public Schools,4193,Blue Ridge Elementary,391,287,0,2,3,1,87,11,0,204,187,154,133,0,0,0,2,2,1,0,1,43,44,5,6,0,0,73.40,0.00,0.51,0.77,0.26,22.25,2.81,0.00,52.17,47.83
2015,WA,36140,Walla Walla Public Schools,2528,Edison Elementary School - Walla Walla,465,263,0,6,3,0,182,11,0,242,223,136,127,0,0,3,3,2,1,0,0,97,85,4,7,0,0,56.56,0.00,1.29,0.65,0.00,39.14,2.37,0.00,52.04,47.96
2015,WA,36140,Walla Walla Public Schools,3510,Garrison Middle School,605,257,2,5,6,0,313,22,0,299,306,128,129,1,1,2,3,2,4,0,0,155,158,11,11,0,0,42.48,0.33,0.83,0.99,0.00,51.74,3.64,0.00,49.42,50.58
2015,WA,36140,Walla Walla Public Schools,2078,Green Park Elementary School,439,184,0,4,4,0,229,18,0,207,232,88,96,0,0,4,0,2,2,0,0,104,125,9,9,0,0,41.91,0.00,0.91,0.91,0.00,52.16,4.10,0.00,47.15,52.85
2015,WA,36140,Walla Walla Public Schools,5187,HEAD START/ECEAP PRESCHOOL,14,7,0,0,0,0,5,2,0,6,8,3,4,0,0,0,0,0,0,0,0,3,2,0,2,0,0,50.00,0.00,0.00,0.00,0.00,35.71,14.29,0.00,42.86,57.14
2015,WA,36140,Walla Walla Public Schools,1772,Homelink,47,7,0,1,0,0,38,1,0,21,26,2,5,0,0,0,1,0,0,0,0,19,19,0,1,0,0,14.89,0.00,2.13,0.00,0.00,80.85,2.13,0.00,44.68,55.32
2015,WA,36140,Walla Walla Public Schools,4071,Lincoln High School,179,36,0,0,2,0,137,4,0,92,87,17,19,0,0,0,0,1,1,0,0,72,65,2,2,0,0,20.11,0.00,0.00,1.12,0.00,76.54,2.23,0.00,51.40,48.60
2015,WA,36140,Walla Walla Public Schools,2780,Pioneer Middle School,662,240,5,13,10,0,370,24,0,328,334,117,123,4,1,5,8,4,6,0,0,186,184,12,12,0,0,36.25,0.76,1.96,1.51,0.00,55.89,3.63,0.00,49.55,50.45
2015,WA,36140,Walla Walla Public Schools,2159,Prospect Point Elementary,452,80,2,7,2,1,342,18,0,230,222,40,40,1,1,5,2,2,0,1,0,174,168,7,11,0,0,17.70,0.44,1.55,0.44,0.22,75.66,3.98,0.00,50.88,49.12
2015,WA,36140,Walla Walla Public Schools,3728,Sharpstein Elementary School,461,208,1,3,3,0,233,13,0,232,229,107,101,1,0,1,2,2,1,0,0,114,119,7,6,0,0,45.12,0.22,0.65,0.65,0.00,50.54,2.82,0.00,50.33,49.67
2015,WA,36140,Walla Walla Public Schools,3468,Walla Walla High School,"1,873",611,8,31,18,1,"1,162",42,0,914,959,305,306,2,6,14,17,10,8,1,0,564,598,18,24,0,0,32.62,0.43,1.66,0.96,0.05,62.04,2.24,0.00,48.80,51.20
2015,WA,39207,Wapato School District,4518,Adams Elementary,326,240,66,6,0,0,10,3,1,180,146,137,103,32,34,5,1,0,0,0,0,3,7,3,0,0,1,73.62,20.25,1.84,0.00,0.00,3.07,0.92,0.31,55.21,44.79
